model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
gemini/gemini-2.5-flash,62,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,63,1,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,63,2,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,63,3,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,64,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,65,1,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,65,2,nlsy97,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,65,3,nlsy97,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,66,1,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,66,2,nlsy97,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,66,3,nlsy97,NO DECISION,0.0,True,6
gemini/gemini-2.5-flash,67,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,68,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,68,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,68,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,69,1,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,69,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,69,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,6,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,70,1,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,70,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,70,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,71,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,71,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,71,3,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,72,1,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,72,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,72,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,73,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,73,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,73,3,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,74,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,74,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,74,3,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,75,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,76,1,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,76,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,76,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,77,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,77,2,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,77,3,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,78,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,78,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,78,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,7,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,7,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,7,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,80,1,nlsy97,NO,80.0,False,6
gemini/gemini-2.5-flash,80,2,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,80,3,nlsy97,NO,60.0,False,6
gemini/gemini-2.5-flash,81,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,81,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,81,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,82,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,82,2,nlsy97,YES,80.0,True,6
gemini/gemini-2.5-flash,82,3,nlsy97,YES,85.0,True,6
gemini/gemini-2.5-flash,83,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,83,2,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,83,3,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,84,1,nlsy97,UNKNOWN,75.0,True,1
gemini/gemini-2.5-flash,84,2,nlsy97,YES,85.0,True,1
gemini/gemini-2.5-flash,84,3,nlsy97,YES,75.0,True,1
gemini/gemini-2.5-flash,85,1,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,85,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,85,3,nlsy97,YES,85.0,False,6
gemini/gemini-2.5-flash,86,1,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,86,2,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,86,3,nlsy97,YES,80.0,True,6
gemini/gemini-2.5-flash,87,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,87,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,87,3,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,88,1,nlsy97,YES,65.0,True,6
gemini/gemini-2.5-flash,88,2,nlsy97,YES,65.0,True,6
gemini/gemini-2.5-flash,88,3,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,89,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,89,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,89,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,90,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,90,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,90,3,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,91,1,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,91,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,91,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,92,1,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,92,2,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,92,3,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,93,1,nlsy97,NO,85.0,True,6
gemini/gemini-2.5-flash,93,2,nlsy97,NO,80.0,True,6
gemini/gemini-2.5-flash,93,3,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,94,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,94,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,94,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,96,1,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,96,2,nlsy97,YES,60.0,False,6
gemini/gemini-2.5-flash,96,3,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,97,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,97,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,97,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,98,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,9,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,9,2,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,9,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,0,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,0,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,0,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,100,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,100,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,100,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,101,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,101,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,101,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,102,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,102,2,nlsy97,NO,75.0,False,6
gpt-4.1-mini,102,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,103,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,103,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,103,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,104,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,104,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,104,3,nlsy97,NO,70.0,False,6
gpt-4.1-mini,105,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,105,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,105,3,nlsy97,YES,65.0,True,6
gpt-4.1-mini,106,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,106,2,nlsy97,YES,80.0,False,6
gpt-4.1-mini,106,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,107,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,107,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,107,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,108,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,108,2,nlsy97,YES,65.0,True,6
gpt-4.1-mini,108,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,109,1,nlsy97,YES,70.0,True,6
gpt-4.1-mini,109,2,nlsy97,NO,70.0,True,6
gpt-4.1-mini,109,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,10,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,10,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,10,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,110,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,110,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,110,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,111,1,nlsy97,YES,70.0,True,6
gpt-4.1-mini,111,2,nlsy97,YES,65.0,True,6
gpt-4.1-mini,111,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,112,1,nlsy97,YES,65.0,False,6
gpt-4.1-mini,112,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,112,3,nlsy97,YES,65.0,False,6
gpt-4.1-mini,113,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,113,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,113,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,114,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,114,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,114,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,115,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,115,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,115,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,116,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,116,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,116,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,117,1,nlsy97,YES,65.0,False,6
gpt-4.1-mini,117,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,117,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,118,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,118,2,nlsy97,YES,65.0,False,6
gpt-4.1-mini,118,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,119,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,119,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,119,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,11,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,11,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,11,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,120,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,120,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,120,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,121,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,121,2,nlsy97,YES,65.0,True,6
gpt-4.1-mini,121,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,122,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,122,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,122,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,123,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,123,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,123,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,124,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,124,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,124,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,125,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,125,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,125,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,126,1,nlsy97,YES,65.0,False,6
gpt-4.1-mini,126,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,126,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,127,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,127,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,127,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,128,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,128,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,128,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,129,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,129,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,129,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,12,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,12,2,nlsy97,YES,80.0,False,6
gpt-4.1-mini,12,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,130,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,130,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,130,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,131,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,131,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,131,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,132,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,132,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,132,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,133,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,133,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,133,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,134,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,134,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,134,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,135,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,135,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,135,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,136,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,136,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,136,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,137,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,137,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,137,3,nlsy97,NO,75.0,False,6
gpt-4.1-mini,138,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,138,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,138,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,139,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,139,2,nlsy97,YES,65.0,False,6
gpt-4.1-mini,139,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,140,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,140,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,140,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,141,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,141,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,141,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,142,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,142,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,142,3,nlsy97,YES,70.0,True,6
gpt-4.1-mini,143,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,143,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,143,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,144,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,144,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,144,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,145,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,145,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,145,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,146,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,146,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,146,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,147,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,147,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,147,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,148,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,148,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,148,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,149,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,149,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,149,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,14,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,14,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,14,3,nlsy97,YES,65.0,True,6
gpt-4.1-mini,150,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,150,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,150,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,151,1,nlsy97,NO,75.0,True,6
gpt-4.1-mini,151,2,nlsy97,NO,70.0,True,6
gpt-4.1-mini,151,3,nlsy97,NO,75.0,True,6
gpt-4.1-mini,152,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,152,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,152,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,153,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,153,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,153,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,154,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,154,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,154,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,155,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,155,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,155,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,156,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,156,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,156,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,157,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,157,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,157,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,158,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,158,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,158,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,159,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,159,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,159,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,15,1,nlsy97,YES,65.0,False,6
gpt-4.1-mini,15,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,15,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,160,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,160,2,nlsy97,NO,70.0,False,6
gpt-4.1-mini,160,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,161,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,161,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,161,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,162,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,162,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,162,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,163,1,nlsy97,YES,80.0,True,6
gpt-4.1-mini,163,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,163,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,164,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,164,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,164,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,165,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,165,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,165,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,166,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,166,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,166,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,167,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,167,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,167,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,168,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,168,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,168,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,169,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,169,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,169,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,16,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,16,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,16,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,170,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,170,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,170,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,171,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,171,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,171,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,172,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,172,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,172,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,173,1,nlsy97,NO,70.0,True,6
gpt-4.1-mini,173,2,nlsy97,NO,70.0,True,6
gpt-4.1-mini,173,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,174,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,174,2,nlsy97,YES,70.0,True,6
gpt-4.1-mini,174,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,175,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,175,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,175,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,176,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,176,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,176,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,177,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,177,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,177,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,178,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,178,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,178,3,nlsy97,YES,65.0,True,6
gpt-4.1-mini,179,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,179,2,nlsy97,NO,70.0,False,6
gpt-4.1-mini,179,3,nlsy97,NO,75.0,False,6
gpt-4.1-mini,17,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,17,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,17,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,180,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,180,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,180,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,181,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,181,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,181,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,182,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,182,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,182,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,183,1,nlsy97,NO,70.0,False,6
gpt-4.1-mini,183,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,183,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,184,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,184,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,184,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,185,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,185,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,185,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,186,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,186,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,186,3,nlsy97,YES,75.0,False,6
