model_name,prompt_type,case_id,repeat_id,dataset,ground_truth,prediction,confidence,is_correct,response_time_sec,prompt_tokens,completion_tokens,total_tokens,raw_response,error,timestamp
openai/gpt-4o-mini,system1,3,4,y_arrestedafter2002,False,YES,75,False,0.45408010482788086,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:51.404756
openai/gpt-4o-mini,system1,23,4,y_arrestedafter2002,False,NO,75,True,0.4682281017303467,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:17:51.859052
openai/gpt-4o-mini,system1,25,4,y_arrestedafter2002,True,YES,75,True,0.42305994033813477,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:52.327479
openai/gpt-4o-mini,system1,18,4,y_arrestedafter2002,False,YES,75,False,0.5006029605865479,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:52.750704
openai/gpt-4o-mini,system1,28,4,y_arrestedafter2002,True,YES,78,True,0.41259121894836426,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:17:53.251474
openai/gpt-4o-mini,system1,20,4,y_arrestedafter2002,True,NO,75,False,0.5116760730743408,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:17:53.664818
openai/gpt-4o-mini,system1,7,4,y_arrestedafter2002,False,NO,75,True,0.6679599285125732,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:17:54.176922
openai/gpt-4o-mini,system1,10,4,y_arrestedafter2002,False,NO,75,True,0.49562621116638184,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:17:54.845437
openai/gpt-4o-mini,system1,14,4,y_arrestedafter2002,True,YES,85,True,0.6612851619720459,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:17:55.341308
openai/gpt-4o-mini,system1,19,4,y_arrestedafter2002,False,YES,85,False,0.46111369132995605,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:17:56.002755
openai/gpt-4o-mini,system1,6,4,y_arrestedafter2002,False,YES,75,False,0.5628881454467773,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:56.464058
openai/gpt-4o-mini,system1,27,5,y_arrestedafter2002,True,YES,85,True,0.4224119186401367,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:17:57.029232
openai/gpt-4o-mini,system1,16,5,y_arrestedafter2002,False,YES,75,False,0.42369508743286133,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:57.451830
openai/gpt-4o-mini,system1,12,5,y_arrestedafter2002,False,NO,75,True,0.4202899932861328,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:17:57.875720
openai/gpt-4o-mini,system1,22,5,y_arrestedafter2002,True,YES,85,True,0.49698519706726074,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:17:58.296175
openai/gpt-4o-mini,system1,8,5,y_arrestedafter2002,False,YES,85,False,0.49736905097961426,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:17:58.793830
openai/gpt-4o-mini,system1,9,5,y_arrestedafter2002,False,YES,75,False,0.5133049488067627,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:59.291424
openai/gpt-4o-mini,system1,21,5,y_arrestedafter2002,False,YES,75,False,0.5135862827301025,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:17:59.804942
openai/gpt-4o-mini,system1,0,5,y_arrestedafter2002,True,YES,85,True,0.8227729797363281,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:00.318837
openai/gpt-4o-mini,system1,26,5,y_arrestedafter2002,False,NO,75,True,0.45708417892456055,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:01.142132
openai/gpt-4o-mini,system1,13,5,y_arrestedafter2002,False,NO,75,True,0.531898021697998,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:01.599477
openai/gpt-4o-mini,system1,15,5,y_arrestedafter2002,True,YES,75,True,0.6438171863555908,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:02.131601
openai/gpt-4o-mini,system1,11,5,y_arrestedafter2002,False,YES,75,False,0.4219951629638672,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:02.775628
openai/gpt-4o-mini,system1,17,5,y_arrestedafter2002,False,YES,75,False,0.5206141471862793,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:03.197844
openai/gpt-4o-mini,system1,1,5,y_arrestedafter2002,False,NO,75,True,0.461683988571167,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:03.718651
openai/gpt-4o-mini,system1,4,5,y_arrestedafter2002,False,YES,75,False,0.5615270137786865,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:04.181045
openai/gpt-4o-mini,system1,5,5,y_arrestedafter2002,True,YES,85,True,0.49391603469848633,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:04.742770
openai/gpt-4o-mini,system1,2,5,y_arrestedafter2002,False,NO,75,True,0.478532075881958,235,16,251,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:05.237077
openai/gpt-4o-mini,system1,24,5,y_arrestedafter2002,False,YES,75,False,0.43129396438598633,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:05.715891
openai/gpt-4o-mini,system1,3,5,y_arrestedafter2002,False,YES,75,False,0.5191221237182617,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:06.147512
openai/gpt-4o-mini,system1,23,5,y_arrestedafter2002,False,NO,75,True,0.5154650211334229,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:06.666875
openai/gpt-4o-mini,system1,25,5,y_arrestedafter2002,True,YES,78,True,0.44348812103271484,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:18:07.182781
openai/gpt-4o-mini,system1,18,5,y_arrestedafter2002,False,YES,75,False,0.41325807571411133,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:07.626499
openai/gpt-4o-mini,system1,28,5,y_arrestedafter2002,True,YES,75,True,0.4028480052947998,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:08.040268
openai/gpt-4o-mini,system1,20,5,y_arrestedafter2002,True,NO,75,False,0.4169332981109619,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:08.443323
openai/gpt-4o-mini,system1,7,5,y_arrestedafter2002,False,NO,75,True,0.528846263885498,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:08.860676
openai/gpt-4o-mini,system1,10,5,y_arrestedafter2002,False,NO,75,True,0.456043004989624,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:09.389723
openai/gpt-4o-mini,system1,14,5,y_arrestedafter2002,True,YES,85,True,0.4441699981689453,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:09.845933
openai/gpt-4o-mini,system1,19,5,y_arrestedafter2002,False,YES,85,False,0.5767302513122559,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:10.290468
openai/gpt-4o-mini,system1,6,5,y_arrestedafter2002,False,YES,75,False,0.4422121047973633,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:10.867762
openai/gpt-4o-mini,system1,27,6,y_arrestedafter2002,True,YES,75,True,0.5288047790527344,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:11.313686
openai/gpt-4o-mini,system1,16,6,y_arrestedafter2002,False,YES,75,False,0.4374861717224121,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:11.842988
openai/gpt-4o-mini,system1,12,6,y_arrestedafter2002,False,YES,75,False,0.4085259437561035,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:12.280827
openai/gpt-4o-mini,system1,22,6,y_arrestedafter2002,True,YES,85,True,0.4751589298248291,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:12.689561
openai/gpt-4o-mini,system1,8,6,y_arrestedafter2002,False,YES,75,False,0.7759950160980225,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:13.164910
openai/gpt-4o-mini,system1,9,6,y_arrestedafter2002,False,YES,75,False,0.5172090530395508,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:13.941728
openai/gpt-4o-mini,system1,21,6,y_arrestedafter2002,False,YES,75,False,0.761725902557373,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:14.459151
openai/gpt-4o-mini,system1,0,6,y_arrestedafter2002,True,YES,85,True,0.5321588516235352,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:15.221413
openai/gpt-4o-mini,system1,26,6,y_arrestedafter2002,False,YES,75,False,0.4547600746154785,237,16,253,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:15.753767
openai/gpt-4o-mini,system1,13,6,y_arrestedafter2002,False,NO,75,True,0.49452686309814453,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:16.208683
openai/gpt-4o-mini,system1,15,6,y_arrestedafter2002,True,YES,85,True,0.4559609889984131,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:16.703381
openai/gpt-4o-mini,system1,11,6,y_arrestedafter2002,False,YES,75,False,0.8902058601379395,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:17.159504
openai/gpt-4o-mini,system1,17,6,y_arrestedafter2002,False,YES,75,False,0.4981842041015625,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:18.049936
openai/gpt-4o-mini,system1,1,6,y_arrestedafter2002,False,NO,75,True,0.4660511016845703,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:18.548394
openai/gpt-4o-mini,system1,4,6,y_arrestedafter2002,False,YES,85,False,0.4027261734008789,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:19.014697
openai/gpt-4o-mini,system1,5,6,y_arrestedafter2002,True,YES,85,True,0.47903990745544434,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:19.417841
openai/gpt-4o-mini,system1,2,6,y_arrestedafter2002,False,YES,75,False,0.39565014839172363,235,16,251,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:19.897158
openai/gpt-4o-mini,system1,24,6,y_arrestedafter2002,False,YES,85,False,0.5041229724884033,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:20.293056
openai/gpt-4o-mini,system1,3,6,y_arrestedafter2002,False,YES,75,False,0.39113378524780273,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:20.797424
openai/gpt-4o-mini,system1,23,6,y_arrestedafter2002,False,NO,75,True,0.5302278995513916,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:21.188738
openai/gpt-4o-mini,system1,25,6,y_arrestedafter2002,True,YES,75,True,0.5156757831573486,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:21.719131
openai/gpt-4o-mini,system1,18,6,y_arrestedafter2002,False,YES,75,False,0.4683358669281006,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:22.235239
openai/gpt-4o-mini,system1,28,6,y_arrestedafter2002,True,YES,75,True,0.7633159160614014,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:22.703794
openai/gpt-4o-mini,system1,20,6,y_arrestedafter2002,True,NO,75,False,0.4462740421295166,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:23.467475
openai/gpt-4o-mini,system1,7,6,y_arrestedafter2002,False,YES,75,False,0.4848182201385498,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:23.914057
openai/gpt-4o-mini,system1,10,6,y_arrestedafter2002,False,NO,75,True,0.4042239189147949,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:24.399637
openai/gpt-4o-mini,system1,14,6,y_arrestedafter2002,True,YES,85,True,0.39330196380615234,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:24.804072
openai/gpt-4o-mini,system1,19,6,y_arrestedafter2002,False,YES,85,False,0.7183399200439453,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:25.197561
openai/gpt-4o-mini,system1,6,6,y_arrestedafter2002,False,YES,75,False,0.3973050117492676,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:25.916080
openai/gpt-4o-mini,system1,27,7,y_arrestedafter2002,True,YES,75,True,0.45324015617370605,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:26.315398
openai/gpt-4o-mini,system1,16,7,y_arrestedafter2002,False,YES,75,False,0.3952970504760742,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:26.768797
openai/gpt-4o-mini,system1,12,7,y_arrestedafter2002,False,YES,75,False,0.5657029151916504,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:27.164290
openai/gpt-4o-mini,system1,22,7,y_arrestedafter2002,True,YES,85,True,0.39661121368408203,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:27.730188
openai/gpt-4o-mini,system1,8,7,y_arrestedafter2002,False,YES,75,False,0.5576779842376709,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:28.127038
openai/gpt-4o-mini,system1,9,7,y_arrestedafter2002,False,YES,75,False,0.6109280586242676,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:28.684917
openai/gpt-4o-mini,system1,21,7,y_arrestedafter2002,False,YES,75,False,0.49518275260925293,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:29.296544
openai/gpt-4o-mini,system1,0,7,y_arrestedafter2002,True,YES,85,True,0.3994922637939453,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:29.791935
openai/gpt-4o-mini,system1,26,7,y_arrestedafter2002,False,NO,75,True,0.674353837966919,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:30.191589
openai/gpt-4o-mini,system1,13,7,y_arrestedafter2002,False,NO,75,True,0.5316150188446045,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:30.866168
openai/gpt-4o-mini,system1,15,7,y_arrestedafter2002,True,YES,85,True,0.5615320205688477,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:31.398087
openai/gpt-4o-mini,system1,11,7,y_arrestedafter2002,False,YES,78,False,0.4655110836029053,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:18:31.959867
openai/gpt-4o-mini,system1,17,7,y_arrestedafter2002,False,YES,75,False,0.4559178352355957,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:32.425680
openai/gpt-4o-mini,system1,1,7,y_arrestedafter2002,False,NO,75,True,0.4658091068267822,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:32.881807
openai/gpt-4o-mini,system1,4,7,y_arrestedafter2002,False,YES,75,False,0.4953339099884033,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:33.347781
openai/gpt-4o-mini,system1,5,7,y_arrestedafter2002,True,YES,85,True,0.4715268611907959,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:33.843339
openai/gpt-4o-mini,system1,2,7,y_arrestedafter2002,False,NO,75,True,0.3936338424682617,235,16,251,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:34.315786
openai/gpt-4o-mini,system1,24,7,y_arrestedafter2002,False,YES,75,False,0.5306978225708008,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:34.709626
openai/gpt-4o-mini,system1,3,7,y_arrestedafter2002,False,YES,75,False,0.5337061882019043,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:35.240566
openai/gpt-4o-mini,system1,23,7,y_arrestedafter2002,False,NO,75,True,0.6149039268493652,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:35.774449
openai/gpt-4o-mini,system1,25,7,y_arrestedafter2002,True,YES,85,True,0.6560781002044678,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:36.389835
openai/gpt-4o-mini,system1,18,7,y_arrestedafter2002,False,YES,85,False,0.5505239963531494,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:37.046272
openai/gpt-4o-mini,system1,28,7,y_arrestedafter2002,True,YES,85,True,0.42203807830810547,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:37.597239
openai/gpt-4o-mini,system1,20,7,y_arrestedafter2002,True,NO,75,False,0.4390878677368164,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:38.019557
openai/gpt-4o-mini,system1,7,7,y_arrestedafter2002,False,NO,75,True,0.4256730079650879,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:38.459155
openai/gpt-4o-mini,system1,10,7,y_arrestedafter2002,False,NO,75,True,0.5100929737091064,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:38.885063
openai/gpt-4o-mini,system1,14,7,y_arrestedafter2002,True,YES,85,True,0.45386290550231934,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:39.395579
openai/gpt-4o-mini,system1,19,7,y_arrestedafter2002,False,YES,85,False,0.4052860736846924,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:39.849688
openai/gpt-4o-mini,system1,6,7,y_arrestedafter2002,False,YES,75,False,0.48140811920166016,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:40.255256
openai/gpt-4o-mini,system1,27,8,y_arrestedafter2002,True,YES,75,True,0.4849700927734375,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:40.741235
openai/gpt-4o-mini,system1,16,8,y_arrestedafter2002,False,YES,75,False,0.5371859073638916,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:41.226373
openai/gpt-4o-mini,system1,12,8,y_arrestedafter2002,False,NO,75,True,0.5396661758422852,245,16,261,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:41.763717
openai/gpt-4o-mini,system1,22,8,y_arrestedafter2002,True,YES,85,True,0.5105640888214111,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:42.303804
openai/gpt-4o-mini,system1,8,8,y_arrestedafter2002,False,YES,75,False,0.4443478584289551,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:42.814629
openai/gpt-4o-mini,system1,9,8,y_arrestedafter2002,False,YES,75,False,0.48322367668151855,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:43.259153
openai/gpt-4o-mini,system1,21,8,y_arrestedafter2002,False,YES,75,False,0.50406813621521,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:43.742656
openai/gpt-4o-mini,system1,0,8,y_arrestedafter2002,True,YES,85,True,0.35557007789611816,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:44.247793
openai/gpt-4o-mini,system1,26,8,y_arrestedafter2002,False,YES,75,False,0.40006399154663086,237,16,253,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:44.603593
openai/gpt-4o-mini,system1,13,8,y_arrestedafter2002,False,NO,75,True,0.5416092872619629,247,16,263,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:45.003810
openai/gpt-4o-mini,system1,15,8,y_arrestedafter2002,True,YES,75,True,0.47849392890930176,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:45.545587
openai/gpt-4o-mini,system1,11,8,y_arrestedafter2002,False,YES,75,False,0.4820232391357422,239,16,255,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:46.024254
openai/gpt-4o-mini,system1,17,8,y_arrestedafter2002,False,YES,75,False,0.5013871192932129,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:46.506707
openai/gpt-4o-mini,system1,1,8,y_arrestedafter2002,False,NO,75,True,0.5178592205047607,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:47.008330
openai/gpt-4o-mini,system1,4,8,y_arrestedafter2002,False,YES,75,False,0.5913271903991699,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:47.526350
openai/gpt-4o-mini,system1,5,8,y_arrestedafter2002,True,YES,85,True,0.45354127883911133,242,16,258,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:48.117872
openai/gpt-4o-mini,system1,2,8,y_arrestedafter2002,False,NO,75,True,0.4169189929962158,235,16,251,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:48.571631
openai/gpt-4o-mini,system1,24,8,y_arrestedafter2002,False,YES,85,False,0.489271879196167,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:48.989235
openai/gpt-4o-mini,system1,3,8,y_arrestedafter2002,False,YES,75,False,0.5376889705657959,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:49.478755
openai/gpt-4o-mini,system1,23,8,y_arrestedafter2002,False,NO,75,True,0.4555809497833252,237,16,253,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:50.016683
openai/gpt-4o-mini,system1,25,8,y_arrestedafter2002,True,YES,75,True,0.43727827072143555,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:50.472424
openai/gpt-4o-mini,system1,18,8,y_arrestedafter2002,False,YES,85,False,0.46747684478759766,238,16,254,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:50.909857
openai/gpt-4o-mini,system1,28,8,y_arrestedafter2002,True,YES,85,True,0.7529358863830566,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:51.377825
openai/gpt-4o-mini,system1,20,8,y_arrestedafter2002,True,NO,75,False,0.4574859142303467,243,16,259,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:52.131004
openai/gpt-4o-mini,system1,7,8,y_arrestedafter2002,False,NO,75,True,0.4668138027191162,240,16,256,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:52.588658
openai/gpt-4o-mini,system1,10,8,y_arrestedafter2002,False,NO,75,True,0.5122630596160889,242,16,258,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:18:53.055636
openai/gpt-4o-mini,system1,14,8,y_arrestedafter2002,True,YES,85,True,0.4240567684173584,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:53.568232
openai/gpt-4o-mini,system1,19,8,y_arrestedafter2002,False,YES,85,False,0.42163515090942383,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:53.992732
openai/gpt-4o-mini,system1,6,8,y_arrestedafter2002,False,YES,75,False,0.5295178890228271,244,16,260,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:54.414833
openai/gpt-4o-mini,system1,27,9,y_arrestedafter2002,True,YES,75,True,0.7292468547821045,240,16,256,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:54.947124
openai/gpt-4o-mini,system1,16,9,y_arrestedafter2002,False,YES,75,False,0.3566279411315918,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:55.676649
openai/gpt-4o-mini,system1,12,9,y_arrestedafter2002,False,YES,78,False,0.7061219215393066,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 78
}",,2026-02-09T22:18:56.033595
openai/gpt-4o-mini,system1,22,9,y_arrestedafter2002,True,YES,85,True,0.4115440845489502,241,16,257,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:18:56.739876
openai/gpt-4o-mini,system1,8,9,y_arrestedafter2002,False,YES,75,False,0.4267559051513672,245,16,261,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:57.151674
openai/gpt-4o-mini,system1,9,9,y_arrestedafter2002,False,YES,75,False,0.47692370414733887,249,16,265,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:57.578807
openai/gpt-4o-mini,system1,21,9,y_arrestedafter2002,False,YES,75,False,0.6274340152740479,236,16,252,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:58.055953
openai/gpt-4o-mini,system1,0,9,y_arrestedafter2002,True,YES,75,True,0.43510007858276367,248,16,264,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:18:58.683699
